Type	ID	Observed_CDR_R	Observed_CDR_S	Observed_FWR_R	Observed_FWR_S	Expected_CDR_R	Expected_CDR_S	Expected_FWR_R	Expected_FWR_S	Focused_Sigma_CDR	Focused_CIlower_CDR	Focused_CIupper_CDR	Focused_Sigma_FWR	Focused_CIlower_FWR	Focused_CIupper_FWR	Focused_P_CDR	Focused_P_FWR
Sequence	KC576156_92	4	4	21	10	0.168	0.073	0.547	0.212	-0.654	-1.81	0.33	-0.26	-0.94	0.41	-0.107	-0.22
Sequence	KC576141_92	5	3	20	11	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.308	-0.99	0.37	-0.184	-0.184
Sequence	KC576127_92	5	3	17	12	0.168	0.073	0.547	0.212	-0.516	-1.57	 0.4	-0.533	-1.24	0.15	-0.147	-0.0639
Sequence	KC576161_92	5	5	17	9	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.466	-1.18	0.23	-0.184	-0.0951
Sequence	KC576215_92	4	3	19	13	0.168	0.073	0.547	0.212	-0.781	-1.93	0.18	-0.487	-1.16	0.17	-0.0621	-0.0733
Sequence	KC576112_92	6	2	20	10	0.168	0.073	0.547	0.212	-0.133	-1.14	0.78	-0.159	-0.87	0.55	-0.4	-0.324
Sequence	KC576226_92	5	3	20	10	0.168	0.073	0.547	0.212	-0.379	-1.45	0.56	-0.236	-0.93	0.46	-0.23	-0.247
Sequence	KC576140_92	6	3	20	10	0.168	0.073	0.547	0.212	-0.21	-1.21	0.69	-0.236	-0.93	0.46	-0.337	-0.247
Sequence	KC576089_92	5	2	21	9	0.168	0.073	0.547	0.212	-0.219	-1.31	0.75	-0.0279	-0.75	 0.7	-0.344	-0.462
Sequence	KC576173_92	5	3	19	11	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.358	-1.05	0.32	-0.184	-0.151
Sequence	KC576183_92	5	2	19	13	0.168	0.073	0.547	0.212	-0.516	-1.57	 0.4	-0.424	-1.11	0.24	-0.147	-0.106
Sequence	KC576176_92	5	5	20	9	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.308	-0.99	0.37	-0.184	-0.184
Sequence	KC576005_53	3	5	18	7	0.168	0.073	0.547	0.212	-0.763	-2.08	0.33	-0.262	-0.99	0.46	-0.096	-0.235
Sequence	KC576047_53	3	6	17	6	0.168	0.073	0.547	0.212	-0.763	-2.08	0.33	-0.317	-1.06	0.41	-0.096	-0.194
Sequence	KC576073_53	3	6	18	6	0.168	0.073	0.547	0.212	-0.763	-2.08	0.33	-0.262	-0.99	0.46	-0.096	-0.235
Sequence	KC576070_53	3	5	16	7	0.168	0.073	0.547	0.212	-0.763	-2.08	0.33	-0.376	-1.12	0.36	-0.096	-0.157
Sequence	KC575982_53	3	5	16	6	0.168	0.073	0.547	0.212	-0.681	-2.01	0.43	-0.292	-1.06	0.47	-0.128	-0.221
Sequence	KC575926_53	4	4	22	5	0.168	0.073	0.547	0.212	-0.233	-1.45	0.84	0.209	-0.54	0.99	-0.351	 0.3
Sequence	KC576250_92	5	4	20	6	0.168	0.073	0.547	0.212	-0.128	-1.23	0.86	0.0157	-0.73	0.77	-0.413	0.491
Sequence	KC575849_66	4	2	19	4	0.168	0.073	0.547	0.212	0.148	-1.13	1.33	0.447	-0.42	1.38	0.397	0.16
Sequence	KC575851_53	4	2	19	4	0.168	0.073	0.547	0.212	0.148	-1.13	1.33	0.447	-0.42	1.38	0.397	0.16
Sequence	KC576046_53	2	3	19	4	0.168	0.073	0.547	0.212	-0.613	-2.23	0.73	0.304	-0.52	1.18	-0.205	0.243
Sequence	KC576071_53	3	3	11	6	0.168	0.073	0.547	0.212	-0.493	-1.84	0.66	-0.462	-1.34	 0.4	-0.219	-0.145
Sequence	KC576054_53	4	2	8	8	0.168	0.073	0.547	0.212	-0.333	-1.53	0.72	-0.867	-1.81	0.02	-0.283	-0.0296
Sequence	KC576035_53	6	3	16	7	0.168	0.073	0.547	0.212	0.0416	-0.99	0.99	-0.201	-0.98	0.58	0.459	-0.3
Sequence	KC575957_53	5	2	11	4	0.168	0.073	0.547	0.212	0.355	-0.83	1.49	-0.0791	-1.04	0.91	0.267	-0.427
Sequence	KC575867_53	5	2	12	4	0.168	0.073	0.547	0.212	0.355	-0.83	1.49	0.00426	-0.94	0.98	0.267	-0.494
Sequence	KC575891_53	5	2	12	4	0.168	0.073	0.547	0.212	0.355	-0.83	1.49	0.00426	-0.94	0.98	0.267	-0.494
Sequence	KC575908_53	4	2	13	5	0.168	0.073	0.547	0.212	0.00368	-1.25	1.14	-0.0634	-0.95	0.85	0.488	-0.436
Sequence	KC575978_53	5	2	12	6	0.168	0.073	0.547	0.212	0.0837	-1.05	1.13	-0.267	-1.15	0.62	0.431	-0.27
Sequence	KC576014_53	4	2	14	5	0.168	0.073	0.547	0.212	0.00368	-1.25	1.14	0.008	-0.87	0.91	0.488	-0.498
Sequence	KC576034_53	4	3	13	7	0.168	0.073	0.547	0.212	-0.333	-1.53	0.72	-0.402	-1.22	0.41	-0.283	-0.163
Sequence	KC576077_53	2	2	17	5	0.168	0.073	0.547	0.212	-0.613	-2.23	0.73	0.196	-0.65	1.08	-0.205	0.334
Sequence	KC575947_53	4	4	17	7	0.168	0.073	0.547	0.212	-0.424	-1.61	0.61	-0.234	-0.99	0.52	-0.226	-0.265
Sequence	KC575915_53	2	2	20	2	0.168	0.073	0.547	0.212	-0.102	-1.82	1.42	0.867	-0.1	1.96	-0.463	0.0376
Sequence	KC575962_53	3	2	15	2	0.168	0.073	0.547	0.212	0.262	-1.23	1.66	0.591	-0.41	1.71	0.351	0.131
Sequence	KC576130_92	5	2	18	6	0.168	0.073	0.547	0.212	0.0837	-1.05	1.13	0.125	-0.68	0.96	0.431	0.389
Sequence	KC575921_53	5	1	13	6	0.168	0.073	0.547	0.212	0.21	-0.95	1.29	-0.0634	-0.95	0.85	0.348	-0.436
Sequence	KC575884_53	9	3	17	5	0.168	0.073	0.547	0.212	0.638	-0.31	1.57	0.0698	-0.75	0.91	0.0877	0.442
Sequence	KC576098_92	5	3	24	10	0.168	0.073	0.547	0.212	-0.379	-1.45	0.56	-0.0579	-0.73	0.61	-0.23	-0.426
Sequence	KC576242_92	4	3	24	10	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0579	-0.73	0.61	-0.139	-0.426
Sequence	KC576090_92	4	2	22	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.143	-0.83	0.54	-0.139	-0.334
Sequence	KC576118_92	1	4	18	6	0.168	0.073	0.547	0.212	-1.48	-3.51	0.01	-0.0868	-0.85	0.68	-0.0273	-0.404
Sequence	KC575847_136	6	2	26	16	0.168	0.073	0.547	0.212	-0.524	-1.49	0.32	-0.295	-0.9	 0.3	-0.122	-0.165
Sequence	KC576028_53	3	3	15	10	0.168	0.073	0.547	0.212	-0.839	-2.14	0.24	-0.516	-1.26	0.21	-0.0715	-0.0833
Sequence	KC576157_92	6	3	19	13	0.168	0.073	0.547	0.212	-0.41	-1.39	0.45	-0.487	-1.16	0.17	-0.188	-0.0733
Sequence	KC576103_92	4	3	19	15	0.168	0.073	0.547	0.212	-0.894	-2.03	0.06	-0.601	-1.26	0.03	-0.0349	-0.0325
Sequence	KC576154_92	5	4	22	13	0.168	0.073	0.547	0.212	-0.637	-1.68	0.26	-0.403	-1.04	0.22	-0.09	-0.104
Sequence	KC576137_92	5	3	19	13	0.168	0.073	0.547	0.212	-0.578	-1.63	0.33	-0.487	-1.16	0.17	-0.115	-0.0733
Sequence	KC576123_92	6	3	20	10	0.168	0.073	0.547	0.212	-0.21	-1.21	0.69	-0.236	-0.93	0.46	-0.337	-0.247
Sequence	KC576248_92	6	3	20	11	0.168	0.073	0.547	0.212	-0.281	-1.27	 0.6	-0.308	-0.99	0.37	-0.281	-0.184
Sequence	KC576252_92	5	4	20	10	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.308	-0.99	0.37	-0.184	-0.184
Sequence	KC576119_92	6	3	19	14	0.168	0.073	0.547	0.212	-0.468	-1.44	0.38	-0.546	-1.21	0.09	-0.152	-0.0494
Sequence	KC576241_92	6	3	18	14	0.168	0.073	0.547	0.212	-0.468	-1.44	0.38	-0.598	-1.27	0.05	-0.152	-0.0369
Sequence	KC576228_92	5	2	20	15	0.168	0.073	0.547	0.212	-0.637	-1.68	0.26	-0.496	-1.15	0.14	-0.09	-0.0645
Sequence	KC576163_92	5	2	20	14	0.168	0.073	0.547	0.212	-0.578	-1.63	0.33	-0.437	-1.1	0.21	-0.115	-0.0937
Sequence	KC576186_92	5	2	20	12	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.308	-0.99	0.37	-0.184	-0.184
Sequence	KC576271_144	5	3	24	12	0.168	0.073	0.547	0.212	-0.516	-1.57	 0.4	-0.196	-0.84	0.44	-0.147	-0.269
Sequence	KC576081_53	7	0	13	5	0.168	0.073	0.547	0.212	0.841	-0.27	1.97	0.25	-0.72	1.29	0.0656	0.318
Sequence	KC576029_53	6	1	15	6	0.168	0.073	0.547	0.212	0.38	-0.71	1.42	0.0746	-0.79	0.97	0.236	0.443
Sequence	KC576153_92	5	3	17	11	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.466	-1.18	0.23	-0.184	-0.0951
Sequence	KC575993_53	8	5	19	9	0.168	0.073	0.547	0.212	-0.0106	-0.9	0.81	-0.358	-1.05	0.32	-0.498	-0.151
Sequence	KC575939_53	5	3	10	7	0.168	0.073	0.547	0.212	-0.128	-1.23	0.86	-0.654	-1.53	 0.2	-0.413	-0.067
Sequence	KC575865_53	4	3	12	9	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	-0.654	-1.46	0.12	-0.178	-0.0512
Sequence	KC576096_92	6	8	22	10	0.168	0.073	0.547	0.212	-0.524	-1.49	0.32	-0.458	-1.09	0.15	-0.122	-0.0728
Sequence	KC576106_92	6	7	22	10	0.168	0.073	0.547	0.212	-0.468	-1.44	0.38	-0.403	-1.04	0.22	-0.152	-0.104
Sequence	KC576212_92	4	3	26	11	0.168	0.073	0.547	0.212	-0.654	-1.81	0.33	-0.051	-0.7	 0.6	-0.107	-0.432
Sequence	KC576144_92	4	2	27	10	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.135	-0.54	0.82	-0.178	0.353
Sequence	KC576128_92	4	3	25	10	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0179	-0.68	0.65	-0.139	-0.472
Sequence	KC576172_92	7	2	24	11	0.168	0.073	0.547	0.212	-0.0652	-1.01	 0.8	-0.0579	-0.73	0.61	-0.451	-0.426
Sequence	KC576138_92	4	3	25	11	0.168	0.073	0.547	0.212	-0.654	-1.81	0.33	-0.0894	-0.74	0.56	-0.107	-0.387
Sequence	KC576254_92	4	3	25	13	0.168	0.073	0.547	0.212	-0.781	-1.93	0.18	-0.219	-0.85	 0.4	-0.0621	-0.242
Sequence	KC576133_92	4	3	24	12	0.168	0.073	0.547	0.212	-0.719	-1.87	0.26	-0.196	-0.84	0.44	-0.0819	-0.269
Sequence	KC576184_92	4	2	24	12	0.168	0.073	0.547	0.212	-0.654	-1.81	0.33	-0.129	-0.79	0.53	-0.107	-0.343
Sequence	KC576187_92	4	3	25	11	0.168	0.073	0.547	0.212	-0.654	-1.81	0.33	-0.0894	-0.74	0.56	-0.107	-0.387
Sequence	KC576198_92	4	2	19	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.286	-0.99	0.41	-0.139	-0.207
Sequence	KC576129_92	5	3	24	12	0.168	0.073	0.547	0.212	-0.516	-1.57	 0.4	-0.196	-0.84	0.44	-0.147	-0.269
Sequence	KC576145_92	5	2	28	10	0.168	0.073	0.547	0.212	-0.302	-1.38	0.65	0.17	-0.5	0.85	-0.283	0.313
Sequence	KC576190_92	5	3	27	9	0.168	0.073	0.547	0.212	-0.302	-1.38	0.65	0.135	-0.54	0.82	-0.283	0.353
Sequence	KC576116_92	4	2	26	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	0.0205	-0.64	0.69	-0.139	0.483
Sequence	KC576181_92	4	2	26	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	0.0205	-0.64	0.69	-0.139	0.483
Sequence	KC576104_92	5	4	27	10	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.014	-0.66	0.63	-0.184	-0.476
Sequence	KC576224_92	5	2	27	9	0.168	0.073	0.547	0.212	-0.219	-1.31	0.75	0.218	-0.47	0.92	-0.344	0.271
Sequence	KC576246_92	6	3	28	12	0.168	0.073	0.547	0.212	-0.348	-1.33	0.52	-0.045	-0.67	0.58	-0.231	-0.437
Sequence	KC576201_92	6	4	18	16	0.168	0.073	0.547	0.212	-0.626	-1.58	 0.2	-0.757	-1.41	-0.14	-0.0758	-0.00924
Sequence	KC575997_53	5	2	9	3	0.168	0.073	0.547	0.212	0.525	-0.7	1.72	-0.101	-1.15	0.99	0.191	-0.416
Sequence	KC576261_144	8	4	27	17	0.168	0.073	0.547	0.212	-0.404	-1.26	0.35	-0.408	-0.99	0.15	-0.158	-0.0791
Sequence	KC576274_144	7	4	27	18	0.168	0.073	0.547	0.212	-0.575	-1.47	 0.2	-0.453	-1.03	 0.1	-0.0808	-0.0563
Sequence	KC576281_144	6	4	29	19	0.168	0.073	0.547	0.212	-0.762	-1.71	0.05	-0.427	-0.99	0.11	-0.0353	-0.0624
Sequence	KC576275_144	7	4	25	19	0.168	0.073	0.547	0.212	-0.618	-1.51	0.16	-0.572	-1.15	-0.02	-0.0639	-0.0233
Sequence	KC576203_92	5	4	25	15	0.168	0.073	0.547	0.212	-0.744	-1.78	0.14	-0.386	-0.99	 0.2	-0.0535	-0.1
Sequence	KC576245_92	5	4	21	15	0.168	0.073	0.547	0.212	-0.744	-1.78	0.14	-0.556	-1.19	0.05	-0.0535	-0.0383
Sequence	KC576117_92	6	3	21	15	0.168	0.073	0.547	0.212	-0.524	-1.49	0.32	-0.504	-1.14	0.11	-0.122	-0.0568
Sequence	KC576251_92	6	3	21	15	0.168	0.073	0.547	0.212	-0.524	-1.49	0.32	-0.504	-1.14	0.11	-0.122	-0.0568
Sequence	KC576110_92	6	3	19	14	0.168	0.073	0.547	0.212	-0.468	-1.44	0.38	-0.546	-1.21	0.09	-0.152	-0.0494
Sequence	KC576150_92	6	3	20	14	0.168	0.073	0.547	0.212	-0.468	-1.44	0.38	-0.496	-1.15	0.14	-0.152	-0.0645
Sequence	KC576087_92	6	3	21	12	0.168	0.073	0.547	0.212	-0.348	-1.33	0.52	-0.327	-0.99	0.33	-0.231	-0.163
Sequence	KC576095_92	6	3	21	12	0.168	0.073	0.547	0.212	-0.348	-1.33	0.52	-0.327	-0.99	0.33	-0.231	-0.163
Sequence	KC576229_92	6	2	18	12	0.168	0.073	0.547	0.212	-0.281	-1.27	 0.6	-0.41	-1.11	0.28	-0.281	-0.121
Sequence	KC576139_92	6	2	18	12	0.168	0.073	0.547	0.212	-0.281	-1.27	 0.6	-0.41	-1.11	0.28	-0.281	-0.121
Sequence	KC576185_92	5	2	18	12	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.41	-1.11	0.28	-0.184	-0.121
Sequence	KC576101_92	5	3	20	10	0.168	0.073	0.547	0.212	-0.379	-1.45	0.56	-0.236	-0.93	0.46	-0.23	-0.247
Sequence	KC576256_92	5	2	18	12	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.41	-1.11	0.28	-0.184	-0.121
Sequence	KC576188_92	4	4	19	14	0.168	0.073	0.547	0.212	-0.894	-2.03	0.06	-0.601	-1.26	0.03	-0.0349	-0.0325
Sequence	KC576031_53	4	4	17	6	0.168	0.073	0.547	0.212	-0.333	-1.53	0.72	-0.141	-0.91	0.64	-0.283	-0.353
Sequence	KC575878_53	4	4	15	8	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	-0.439	-1.2	0.31	-0.178	-0.124
Sequence	KC575930_53	5	1	15	6	0.168	0.073	0.547	0.212	0.21	-0.95	1.29	0.0746	-0.79	0.97	0.348	0.443
Sequence	KC576015_53	5	2	11	8	0.168	0.073	0.547	0.212	-0.128	-1.23	0.86	-0.563	-1.42	0.27	-0.413	-0.0937
Sequence	KC576102_92	8	1	15	11	0.168	0.073	0.547	0.212	0.138	-0.78	0.99	-0.439	-1.2	0.31	0.372	-0.124
Sequence	KC575903_53	3	4	17	4	0.168	0.073	0.547	0.212	-0.382	-1.75	 0.8	0.0698	-0.75	0.91	-0.281	0.442
Sequence	KC576080_53	2	2	10	7	0.168	0.073	0.547	0.212	-0.844	-2.42	0.44	-0.553	-1.45	0.32	-0.111	-0.108
Sequence	KC576084_53	5	6	23	11	0.168	0.073	0.547	0.212	-0.637	-1.68	0.26	-0.359	-0.99	0.26	-0.09	-0.128
Sequence	KC575973_53	4	4	15	8	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	-0.439	-1.2	0.31	-0.178	-0.124
Sequence	KC576205_92	8	3	18	10	0.168	0.073	0.547	0.212	0.0609	-0.84	0.89	-0.339	-1.05	0.36	0.438	-0.171
Sequence	KC576111_92	5	2	26	9	0.168	0.073	0.547	0.212	-0.219	-1.31	0.75	0.181	-0.51	0.89	-0.344	0.309
Sequence	KC576151_92	5	2	27	11	0.168	0.073	0.547	0.212	-0.379	-1.45	0.56	0.0575	-0.6	0.72	-0.23	0.438
Sequence	KC576175_92	4	4	25	11	0.168	0.073	0.547	0.212	-0.719	-1.87	0.26	-0.156	-0.8	0.48	-0.0819	-0.31
Sequence	KC576099_92	5	2	25	11	0.168	0.073	0.547	0.212	-0.379	-1.45	0.56	-0.0179	-0.68	0.65	-0.23	-0.472
Sequence	KC576093_92	5	3	25	10	0.168	0.073	0.547	0.212	-0.379	-1.45	0.56	-0.0179	-0.68	0.65	-0.23	-0.472
Sequence	KC576237_92	5	4	23	10	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.171	-0.84	0.49	-0.184	-0.3
Sequence	KC576204_92	4	2	24	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0579	-0.73	0.61	-0.139	-0.426
Sequence	KC576105_92	4	2	24	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0579	-0.73	0.61	-0.139	-0.426
Sequence	KC576126_92	4	2	25	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0179	-0.68	0.65	-0.139	-0.472
Sequence	KC576219_92	4	2	27	10	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.135	-0.54	0.82	-0.178	0.353
Sequence	KC576155_92	4	2	25	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0179	-0.68	0.65	-0.139	-0.472
Sequence	KC576233_92	4	2	25	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0179	-0.68	0.65	-0.139	-0.472
Sequence	KC576210_92	4	3	25	10	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0179	-0.68	0.65	-0.139	-0.472
Sequence	KC576223_92	4	2	28	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	0.0932	-0.56	0.75	-0.139	0.395
Sequence	KC576107_92	6	2	25	10	0.168	0.073	0.547	0.212	-0.133	-1.14	0.78	0.0591	-0.62	0.75	-0.4	0.439
Sequence	KC576158_92	4	2	25	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0179	-0.68	0.65	-0.139	-0.472
Sequence	KC576249_92	4	2	23	12	0.168	0.073	0.547	0.212	-0.654	-1.81	0.33	-0.171	-0.84	0.49	-0.107	-0.3
Sequence	KC576092_92	5	2	26	12	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.051	-0.7	 0.6	-0.184	-0.432
Sequence	KC576195_92	4	2	25	9	0.168	0.073	0.547	0.212	-0.424	-1.61	0.61	0.143	-0.55	0.85	-0.226	0.35
Sequence	KC576162_92	4	2	27	9	0.168	0.073	0.547	0.212	-0.424	-1.61	0.61	0.218	-0.47	0.92	-0.226	0.271
Sequence	KC576164_92	4	3	26	9	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.0975	-0.58	0.78	-0.178	0.395
Sequence	KC576109_92	2	4	18	6	0.168	0.073	0.547	0.212	-0.941	-2.51	0.32	-0.0868	-0.85	0.68	-0.0805	-0.404
Sequence	KC576302_144	4	4	19	6	0.168	0.073	0.547	0.212	-0.333	-1.53	0.72	-0.0342	-0.79	0.73	-0.283	-0.457
Sequence	KC576218_92	8	4	20	7	0.168	0.073	0.547	0.212	0.222	-0.71	1.09	-0.0754	-0.8	0.66	0.308	-0.412
Sequence	KC576231_92	5	7	17	12	0.168	0.073	0.547	0.212	-0.744	-1.78	0.14	-0.762	-1.43	-0.13	-0.0535	-0.0104
Sequence	KC576018_53	2	3	13	9	0.168	0.073	0.547	0.212	-1.11	-2.65	0.11	-0.577	-1.37	0.19	-0.0413	-0.0711
Sequence	KC576044_53	4	4	13	9	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.654	-1.43	0.09	-0.139	-0.0449
Sequence	KC576244_92	7	3	24	7	0.168	0.073	0.547	0.212	0.186	-0.8	 1.1	0.194	-0.53	0.93	0.343	0.305
Sequence	KC576167_92	6	2	24	10	0.168	0.073	0.547	0.212	-0.133	-1.14	0.78	0.0191	-0.67	0.71	-0.4	0.485
Sequence	KC576211_92	5	2	24	11	0.168	0.073	0.547	0.212	-0.379	-1.45	0.56	-0.0579	-0.73	0.61	-0.23	-0.426
Sequence	KC576222_92	4	2	24	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0579	-0.73	0.61	-0.139	-0.426
Sequence	KC576165_92	4	2	24	10	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.0191	-0.67	0.71	-0.178	0.485
Sequence	KC576225_92	4	2	25	10	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.0591	-0.62	0.75	-0.178	0.439
Sequence	KC576177_92	4	3	24	10	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0579	-0.73	0.61	-0.139	-0.426
Sequence	KC576208_92	4	2	25	9	0.168	0.073	0.547	0.212	-0.424	-1.61	0.61	0.143	-0.55	0.85	-0.226	0.35
Sequence	KC576207_92	4	1	25	11	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.0591	-0.62	0.75	-0.178	0.439
Sequence	KC576243_92	4	2	25	10	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.0591	-0.62	0.75	-0.178	0.439
Sequence	KC576148_92	4	2	25	10	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.0591	-0.62	0.75	-0.178	0.439
Sequence	KC576189_92	4	2	25	10	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.0591	-0.62	0.75	-0.178	0.439
Sequence	KC576125_92	4	2	25	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0179	-0.68	0.65	-0.139	-0.472
Sequence	KC576120_92	4	2	24	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0579	-0.73	0.61	-0.139	-0.426
Sequence	KC576159_92	5	3	24	10	0.168	0.073	0.547	0.212	-0.379	-1.45	0.56	-0.0579	-0.73	0.61	-0.23	-0.426
Sequence	KC576193_92	4	2	24	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0579	-0.73	0.61	-0.139	-0.426
Sequence	KC576214_92	4	2	23	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0995	-0.78	0.58	-0.139	-0.379
Sequence	KC576238_92	4	2	25	12	0.168	0.073	0.547	0.212	-0.654	-1.81	0.33	-0.0894	-0.74	0.56	-0.107	-0.387
Sequence	KC576221_92	4	3	26	9	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.0975	-0.58	0.78	-0.178	0.395
Sequence	KC576230_92	4	2	24	11	0.168	0.073	0.547	0.212	-0.583	-1.75	0.42	-0.0579	-0.73	0.61	-0.139	-0.426
Sequence	KC576097_92	4	1	27	11	0.168	0.073	0.547	0.212	-0.506	-1.68	0.51	0.135	-0.54	0.82	-0.178	0.353
Sequence	KC576121_92	4	3	22	11	0.168	0.073	0.547	0.212	-0.654	-1.81	0.33	-0.215	-0.89	0.45	-0.107	-0.259
Sequence	KC576213_92	5	2	27	11	0.168	0.073	0.547	0.212	-0.379	-1.45	0.56	0.0575	-0.6	0.72	-0.23	0.438
Sequence	KC576136_92	4	3	25	12	0.168	0.073	0.547	0.212	-0.719	-1.87	0.26	-0.156	-0.8	0.48	-0.0819	-0.31
Sequence	KC575892_53	5	5	21	5	0.168	0.073	0.547	0.212	-0.128	-1.23	0.86	0.0633	-0.67	0.82	-0.413	0.441
Sequence	KC576053_53	6	4	22	1	0.168	0.073	0.547	0.212	0.696	-0.47	1.85	0.758	-0.14	1.75	0.114	0.0467
Sequence	KC575960_53	5	3	21	2	0.168	0.073	0.547	0.212	0.525	-0.7	1.72	0.712	-0.19	1.71	0.191	0.0595
Sequence	KC575889_53	5	2	19	7	0.168	0.073	0.547	0.212	-0.028	-1.15	0.99	0.0661	-0.71	0.86	-0.488	0.442
Sequence	KC575923_53	4	3	14	7	0.168	0.073	0.547	0.212	-0.333	-1.53	0.72	-0.33	-1.14	0.47	-0.283	-0.205
Sequence	KC576013_53	3	2	13	5	0.168	0.073	0.547	0.212	-0.257	-1.64	0.96	-0.0634	-0.95	0.85	-0.356	-0.436
Sequence	KC575898_53	4	6	9	4	0.168	0.073	0.547	0.212	-0.333	-1.53	0.72	-0.755	-1.66	0.11	-0.283	-0.0458
Sequence	KC576063_53	3	4	16	9	0.168	0.073	0.547	0.212	-0.839	-2.14	0.24	-0.453	-1.19	0.27	-0.0715	-0.108
Sequence	KC575917_53	3	2	16	3	0.168	0.073	0.547	0.212	0.0556	-1.39	1.37	0.45	-0.49	1.47	0.457	0.18
Sequence	KC576206_92	5	3	17	8	0.168	0.073	0.547	0.212	-0.219	-1.31	0.75	-0.234	-0.99	0.52	-0.344	-0.265
Sequence	KC576217_92	5	4	17	10	0.168	0.073	0.547	0.212	-0.45	-1.51	0.48	-0.466	-1.18	0.23	-0.184	-0.0951
Sequence	KC576166_92	6	2	19	11	0.168	0.073	0.547	0.212	-0.21	-1.21	0.69	-0.286	-0.99	0.41	-0.337	-0.207
Sequence	KC576178_92	6	2	19	11	0.168	0.073	0.547	0.212	-0.21	-1.21	0.69	-0.286	-0.99	0.41	-0.337	-0.207
Sequence	KC576023_53	1	2	14	3	0.168	0.073	0.547	0.212	-0.877	-3.04	 0.8	0.321	-0.64	1.35	-0.176	0.266
Sequence	KC576048_53	2	1	11	2	0.168	0.073	0.547	0.212	0.16	-1.63	1.81	0.553	-0.59	1.85	0.415	0.183
Sequence	KC576082_53	5	1	15	5	0.168	0.073	0.547	0.212	0.355	-0.83	1.49	0.219	-0.68	1.17	0.267	0.327
Sequence	KC576255_92	6	1	19	7	0.168	0.073	0.547	0.212	0.254	-0.82	1.26	0.178	-0.62	1.01	0.308	0.339
Sequence	KC575971_53	3	0	19	5	0.168	0.073	0.547	0.212	0.0556	-1.39	1.37	0.616	-0.3	1.62	0.457	0.0946
Sequence	KC576216_92	6	3	23	15	0.168	0.073	0.547	0.212	-0.524	-1.49	0.32	-0.415	-1.04	0.19	-0.122	-0.0916
Sequence	KC576200_92	5	3	19	14	0.168	0.073	0.547	0.212	-0.637	-1.68	0.26	-0.546	-1.21	0.09	-0.09	-0.0494
Sequence	KC576091_92	6	3	19	14	0.168	0.073	0.547	0.212	-0.468	-1.44	0.38	-0.546	-1.21	0.09	-0.152	-0.0494
